:Product: Daily Geomagnetic Data     quar_DGD.txt
:Issued: 2130 UT 07 Apr 2021
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
#  Please send comment and suggestions to SWPC.Webmaster@noaa.gov
#
#             Current Quarter Daily Geomagnetic Data
#
#
#                Middle Latitude        High Latitude            Estimated
#              - Fredericksburg -     ---- College ----      --- Planetary ---
#  Date        A     K-indices        A     K-indices        A     K-indices
2021 01 26     9  3 4 2 1 2 1 2 1    19  4 4 2 4 4 3 3 1    12  4 4 2 1 2 2 2 2
2021 01 27     9  2 3 2 2 2 2 1 3    13  2 2 2 4 3 4 1 2    11  3 3 2 2 2 3 1 3
2021 01 28     3  3 1 1 0 0 1 0 0     2  2 1 0 1 0 0 0 0     5  3 1 1 1 0 0 0 0
2021 01 29     2  0 2 1 0 1 1 0 0     2  0 0 0 2 2 0 0 0     3  1 2 1 0 1 0 0 1
2021 01 30     2  0 1 0 0 1 1 1 0     0  0 0 0 1 0 0 0 0     2  0 1 0 0 1 1 0 0
2021 01 31     0  0 0 0 0 1 0 0 0     0  0 0 0 0 0 0 0 0     1  1 0 0 0 0 0 0 1
2021 02 01     4  1 1 0 0 2 2 1 2     3  0 1 0 0 2 2 1 0     5  2 2 0 0 1 2 2 2
2021 02 02    11  3 3 3 2 3 2 2 1    37  3 3 6 6 5 5 1 1    17  4 4 4 3 4 3 2 2
2021 02 03    10  2 3 2 2 1 2 4 2    10  1 2 3 1 1 3 3 3    14  3 3 2 2 1 3 4 3
2021 02 04     7  2 2 3 2 2 1 1 1    15  2 3 4 3 5 1 1 0     7  2 3 3 2 2 0 1 2
2021 02 05     3  2 1 1 1 1 0 1 1     5  0 2 2 2 3 1 0 0     6  3 2 2 2 1 1 1 1
2021 02 06     4  0 0 0 0 1 2 3 2    11  0 0 0 0 3 5 3 2     7  1 0 0 0 2 3 4 2
2021 02 07    18  5 4 3 4 3 1 1 1    31  3 4 6 6 4 2 2 1    21  5 5 4 4 3 2 2 2
2021 02 08     6  1 1 2 2 1 1 1 3     5  1 1 2 3 1 1 0 2     6  1 2 1 2 1 1 1 3
2021 02 09     3  1 1 2 2 1 0 1 0     6  1 1 3 4 1 0 0 0     4  2 2 2 2 1 0 0 0
2021 02 10     1  0 0 0 1 1 0 1 0     4  0 0 0 3 3 0 0 0     3  1 0 1 1 1 0 0 0
2021 02 11     2  0 0 1 1 1 1 1 0     5  0 0 2 4 1 0 0 0     4  1 1 2 1 1 1 0 0
2021 02 12     4  0 1 1 0 1 2 2 2     3  0 0 0 1 2 1 2 2     5  0 1 0 0 1 2 2 3
2021 02 13    10  2 3 2 4 3 1 1 1    18  2 2 3 6 4 1 0 1    13  3 3 2 4 3 1 1 2
2021 02 14     3  1 1 1 0 2 1 1 0     2  1 1 1 0 1 1 0 0     4  2 1 2 1 1 1 1 0
2021 02 15     3  0 0 2 0 1 1 2 2     2  0 0 2 1 0 0 1 1     5  1 0 2 1 1 1 2 3
2021 02 16    11  1 3 3 4 2 2 2 1    45  1 3 7 7 4 4 2 1    15  2 4 4 4 2 3 2 1
2021 02 17     6  1 2 2 2 2 2 1 2    10  1 1 2 4 4 2 1 1     8  2 3 2 2 2 2 2 2
2021 02 18     2  2 1 1 1 1 0 0 0     5  1 1 3 3 1 0 0 0     5  3 2 1 1 1 0 0 1
2021 02 19    13  2 1 1 1 4 3 3 4    31  0 0 3 5 5 6 4 4    17  2 1 2 2 4 4 4 4
2021 02 20    15  2 2 3 2 3 3 4 4    40  2 3 6 6 5 5 3 4    20  3 3 4 3 3 4 4 4
2021 02 21    18  3 3 4 4 4 2 2 3    49  3 4 6 7 6 4 3 2    20  4 4 4 4 4 2 2 3
2021 02 22    13  3 4 2 2 3 2 3 2    23  3 4 5 4 5 2 1 2    17  4 4 3 3 3 2 3 3
2021 02 23    10  3 3 3 3 2 2 2 0    20  3 2 4 5 5 3 1 0    12  4 3 3 3 3 2 2 1
2021 02 24    16  3 3 3 3 2 4 3 3    31  2 3 5 5 4 5 5 2    21  3 3 4 3 2 4 4 4
2021 02 25    13  4 3 3 2 2 2 2 3    21  3 4 4 5 3 2 3 3    13  4 3 3 2 1 3 3 3
2021 02 26     8  3 2 1 2 2 2 2 2    13  2 1 1 5 4 2 2 1    11  3 3 1 3 2 2 3 2
2021 02 27     3  0 1 2 0 1 2 1 0     3  0 1 1 2 1 1 0 1     4  1 2 2 1 1 1 1 1
2021 02 28     4  0 2 1 0 1 2 2 2     2  0 1 0 0 1 0 1 1     6  1 2 1 0 1 1 2 3
2021 03 01    16  3 5 4 3 2 2 2 1    34  1 6 5 6 4 3 3 1    26  3 6 5 4 2 2 3 2
2021 03 02    14  2 3 2 2 3 3 4 3    24  1 2 4 3 5 5 4 3    20  2 3 3 2 3 4 5 4
2021 03 03    15  4 4 4 3 2 1 2 2    36  4 6 6 5 4 3 2 2    23  5 5 5 3 3 2 2 3
2021 03 04    11  4 3 1 1 3 1 2 3    12  3 2 0 1 4 4 2 2    11  4 3 1 1 2 2 2 3
2021 03 05     5  2 1 2 2 1 1 1 1     5  1 0 3 3 1 0 1 0     5  2 2 2 2 1 0 2 2
2021 03 06    11  4 3 3 2 2 1 2 2    27  2 3 5 6 5 2 2 1    16  4 4 3 3 3 1 2 2
2021 03 07     7  2 2 0 2 1 3 1 3     7  2 1 0 3 1 3 1 2    10  3 2 1 2 0 3 1 4
2021 03 08     5  1 1 1 0 2 1 3 2     4  0 0 0 0 3 1 2 1     6  1 1 1 1 1 1 3 2
2021 03 09     2  1 1 1 0 1 1 1 0     1  1 0 0 1 1 0 0 0     3  2 0 1 1 1 1 1 0
2021 03 10     2  0 0 0 0 1 1 2 1     0  0 0 0 0 0 0 1 0     2  0 0 0 0 0 0 2 1
2021 03 11     3  0 1 0 1 1 2 1 2     0  0 0 0 0 0 0 0 1     4  0 1 1 1 0 1 1 3
2021 03 12     9  2 2 3 1 2 2 2 3    20  1 1 5 5 4 3 3 1    12  3 2 3 2 2 3 3 3
2021 03 13    13  3 3 3 3 2 2 3 3    22  3 5 4 5 2 2 3 2    17  3 4 3 3 2 3 3 4
2021 03 14    17  3 4 4 3 3 2 3 3    37  4 5 5 5 5 5 3 3    25  4 5 4 4 3 3 3 4
2021 03 15     5  3 2 1 2 1 1 0 0    10  2 1 3 5 1 2 0 0     7  3 2 2 2 1 2 1 1
2021 03 16     2  0 1 0 1 1 1 0 1     1  0 0 0 0 0 0 1 1     4  1 2 0 1 1 1 1 1
2021 03 17     2  1 0 0 0 1 2 1 1     5  2 1 0 0 1 3 2 1     5  2 1 0 0 1 2 1 1
2021 03 18     4  2 2 1 2 1 1 0 1     2  1 1 2 1 0 0 0 0     4  2 2 1 2 0 0 0 1
2021 03 19     6  2 2 2 2 1 1 1 2     6  0 2 3 3 2 0 0 0     6  2 3 2 2 1 0 1 2
2021 03 20    20  2 3 5 4 3 3 3 3    40  1 2 7 6 3 5 3 3    29  2 3 6 5 4 4 3 4
2021 03 21    17  4 3 1 2 4 3 4 3    45  3 3 2 2 7 7 4 2    24  4 4 1 2 4 5 5 3
2021 03 22     6  2 2 2 1 2 2 1 1    12  3 2 3 4 3 2 1 1     8  3 3 2 2 1 1 1 1
2021 03 23     9  2 3 2 1 2 2 2 3    11  2 3 3 3 3 3 1 1    11  3 4 2 2 2 2 2 3
2021 03 24    11  3 3 3 2 2 1 2 3    17  2 2 3 5 5 0 2 2    11  3 3 3 2 2 1 2 3
2021 03 25    18  5 4 4 2 3 2 1 2    26  3 4 5 3 6 3 2 1    18  5 4 4 2 3 1 1 3
2021 03 26    11  3 3 3 3 2 2 1 2    23  2 3 5 5 5 2 2 1    12  4 3 3 3 1 2 2 2
2021 03 27     7  0 1 0 1 1 2 3 4     4  0 0 1 1 0 1 2 3     9  1 1 1 1 0 1 3 4
2021 03 28     4  3 1 0 1 1 1 1 1     2  2 1 0 1 0 0 0 0     6  3 1 1 1 1 0 1 1
2021 03 29     3  1 2 1 1 1 1 1 0     1  0 0 1 1 0 0 0 0     4  1 2 1 1 1 1 1 1
2021 03 30     4  0 1 1 1 1 1 2 2     0  0 0 0 0 0 0 0 1     3  0 1 1 1 1 1 1 2
2021 03 31     7  1 2 2 1 2 3 1 2    15  1 2 4 4 4 3 2 1    17  3 3 2 3 2 3 2 3
2021 04 01     8  3 3 2 2 1 2 1 2     8  2 3 4 2 0 1 1 0     8  3 3 2 2 0 1 2 2
2021 04 02     4  1 1 1 0 1 2 2 2     7  1 1 0 2 2 4 2 0     6  2 1 1 1 1 3 2 1
2021 04 03     2  1 1 0 1 1 1 0 1     2  1 1 1 1 1 0 0 0     4  2 2 1 1 1 0 1 1
2021 04 04     2  1 0 1 0 1 1 0 0     1  0 0 1 1 1 0 0 0     3  1 0 1 0 1 1 0 1
2021 04 05     5  1 1 1 1 3 2 1 1     4  0 0 0 0 4 1 0 0     5  1 1 1 1 3 1 0 1
2021 04 06     3  0 1 0 0 1 0 2 2     0  0 0 0 0 0 0 1 0     3  0 0 0 0 1 0 1 1
2021 04 07    15  1 2 3 4 4 4 2 2    35  1 1 3 6 6 6 3 1    17  1 2 3 4 4 5 3 2
2021 04 08     3  0 1 0 1 2 1 2 1     4  1 0 0 3 2 0 1 0     5  1 1 0 2 2 1 2 1
2021 04 09     2  0 2 0 0 1 1 0 1     2  1 1 0 2 1 0 0 0     3  0 2 0 1 1 1 0 0
2021 04 10     3  0 0 0 1 2 2 1 2     4  0 0 1 2 2 3 1 0     5  1 1 1 1 1 2 1 2
2021 04 11     5  2 2 2 1 1 1 2 1     6  1 2 4 2 0 0 1 1     6  2 2 2 1 1 1 2 2
2021 04 12     4  1 0 1 2 2 2 1 0     5  1 1 2 3 1 1 1 0     5  1 1 1 2 1 2 1 0
2021 04 13     5  0 1 1 2 2 2 2 2     6  0 1 1 4 2 1 1 1     5  0 2 1 2 2 2 1 2
2021 04 14     7  1 1 1 2 2 2 2 3     2  1 1 0 1 1 0 1 1     7  1 1 1 2 1 1 2 4
2021 04 15    11  3 3 4 1 3 1 1 2    10  2 3 5 0 1 1 0 1    13  3 3 5 1 2 2 1 2
2021 04 16    15  2 3 3 2 3 3 4 3    31  2 2 4 4 6 4 5 4    19  2 3 3 3 3 3 5 4
2021 04 17    20  3 4 5 3 3 2 2 4    57  5 4 6 7 6 5 3 3    29  5 5 5 4 4 3 3 4
2021 04 18    13  3 3 3 3 2 2 3 3    36  3 3 5 7 5 2 2 2    16  4 4 3 3 2 2 3 4
2021 04 19    15  3 3 3 3 3 3 3 3    47  3 3 5 7 5 5 5 3    18  4 4 3 3 3 3 4 3
2021 04 20    10  3 3 2 2 2 1 2 3    26  3 3 5 6 3 3 3 2    13  3 3 2 3 2 2 3 3
2021 04 21     7  2 3 2 2 2 1 1 1    16  1 2 5 5 3 1 1 0     7  2 3 2 2 2 0 1 1
2021 04 22     4  1 1 2 1 2 0 1 2     9  1 2 3 4 3 1 0 0     5  2 2 2 2 2 0 0 2
2021 04 23    15  3 2 3 3 2 3 3 4    13  1 3 3 4 2 3 1 3    15  3 3 3 2 1 3 3 5
2021 04 24    10  3 3 3 2 2 0 2 3    20  3 3 4 6 3 1 0 2    10  3 3 2 2 2 1 2 3
2021 04 25    16  5 3 3 3 3 1 2 2    40  5 5 4 6 6 3 3 2    20  5 4 3 3 3 2 3 2
2021 04 26    12  4 4 3 1 2 1 2 2    18  3 5 4 3 4 1 1 1    14  4 5 3 1 2 1 1 2
2021 04 27     8  3 3 2 2 2 1 1 1    15  1 3 5 4 3 2 0 1     8  3 3 2 2 1 1 0 1
2021 04 28     4  2 0 0 2 2 1 1 1     2  1 1 0 1 1 0 0 0     3  2 1 1 1 1 0 0 1
2021 04 29     5  2 2 1 1 2 1 2 1     4  0 0 2 3 2 0 0 0     6  2 2 2 2 2 1 2 1
2021 04 30     6  1 1 1 1 1 2 3 2     1  0 0 0 0 0 1 1 1     6  1 2 1 1 1 2 2 2
2021 05 01     6  1 1 2 3 1 1 1 2     2  0 0 1 2 1 0 1 0     5  2 1 1 2 1 1 1 2
2021 05 02    12  3 3 3 2 2 2 3 3     7  2 3 3 2 1 0 1 1    10  3 3 3 1 1 2 2 2
2021 05 03     6  2 2 2 2 2 2 1 1     3  2 1 2 2 0 0 0 0     5  2 1 2 2 1 1 1 1
2021 05 04     5  2 1 1 1 2 1 2 1     3  2 0 0 2 0 0 1 1     4  2 1 1 1 1 0 1 1
2021 05 05     3  0 0 0 1 2 1 2 1     0  0 0 0 0 0 0 0 0     2  1 1 0 0 1 0 1 1
2021 05 06     2  1 1 0 1 2 0 1 0     4  1 1 1 1 3 1 0 0     4  1 1 1 1 2 1 1 0
2021 05 07     3  0 0 0 1 2 1 2 1     1  0 0 0 0 0 1 1 0     3  0 1 0 0 1 1 1 1
2021 05 08     4  1 0 1 2 2 1 1 1     3  1 0 0 3 2 0 0 0     3  1 0 1 2 1 0 0 0
2021 05 09     6  0 0 0 1 4 2 1 2     1  0 1 0 0 1 1 0 0     4  0 1 1 0 1 1 0 2
2021 05 10     8  2 2 2 2 3 1 2 2     6  1 3 1 2 1 1 2 1     6  2 2 2 2 2 1 2 2
2021 05 11     4  2 1 1 1 2 1 1 0     1  2 1 0 0 0 0 0 0     3  2 1 1 1 1 1 0 0
2021 05 12    25  1 0 4 4 6 5 2 2    47  1 0 5 4 7 7 2 2    41  1 1 4 4 7 7 3 3
2021 05 13     7  2 2 2 2 2 2 2 2     6  3 3 1 1 1 1 1 1     7  2 2 2 2 2 1 2 2
2021 05 14     4  0 1 1 1 1 2 1 2     3  1 1 1 1 0 1 1 2     4  0 1 1 1 1 1 2 2
2021 05 15     8  3 2 3 2 2 2 1 1    -1  3 1 4 3-1-1-1-1     8  3 1 3 2 1 1 1 1
2021 05 16     4  1 0 1 2 2 1 2 0     6 -1 0 0 4 3 0 1 0     5  1 0 1 2 2 1 2 1
2021 05 17     6  1 1 2 1 2 1 2 3     4  1 1 3 1 0 1 1 1     6  1 1 2 1 1 2 2 2
2021 05 18    10  3 3 4 2 2 1 1 0    19  3 4 5 4 3 3 1 0    10  3 4 3 2 2 1 1 1
2021 05 19     5  2 1 2 1 2 1 1 2     3  2 1 1 0 1 0 1 1     6  2 1 1 1 1 1 1 3
2021 05 20    17  3 2 3 3 4 3 3 4    33  2 3 4 6 6 4 3 3    24  3 2 3 4 5 4 4 4
2021 05 21     8  2 2 3 2 2 2 2 1     9  2 3 2 4 1 1 1 1     7  3 2 2 2 1 1 1 1
2021 05 22     5  1 1 1 1 3 1 2 1    -1  1 1 1 1-1-1-1-1     5  1 1 2 1 2 1 2 1
2021 05 23     4  0 2 1 1 1 1 2 2     3  1 1 1 2 0 1 0 1     4  1 2 1 1 1 1 1 2
2021 05 24     2  2 0 0 1 0 1 0 0     2  1 1 0 2 0 0 0 0     4  2 1 1 1 1 0 0 1
2021 05 25     3  0 1 0 1 2 1 1 2     1  0 0 0 1 1 1 0 0     3  0 1 0 1 1 1 0 2
2021 05 26    12  0-1-1-1 3 3 3 3    -1  0-1-1-1-1-1-1-1    13  1 1 2 1 3 3 5 3
2021 05 27    15  3 3 4 4 2 3 2 2     4 -1-1-1-1-1 1 2 1    16  4 3 4 3 2 3 2 2
2021 05 28     3  1 1 0 1 2 1 1 1     1  1 2 0 0 0 0 0 0     3  1 1 0 1 1 0 0 1
2021 05 29     7  0 1 1 2 2 2 3 3     8  0 0 1 3 4 3 1 0     7  1 1 1 2 2 1 3 2
2021 05 30     7  1 1 2 2 2 2 2 3     3  1 1 1 0 1 0 1 2     6  2 1 1 1 1 1 1 3
2021 05 31     4  1 1 1 1 2 1 1 1     2  2 1 1 1 0 0 0 0     3  1 1 1 1 1 1 0 0
2021 06 01     3  2 0 0 1 2 2 1 0     0  0 0 1 0 0 0 0 0     3  1 1 1 0 1 0 1 0
2021 06 02     5  0 1 1 1 3 2 1 2     4  1 1 0 0 3 2 0 1     5  1 1 1 1 3 2 1 1
2021 06 03     8  3 2 3 2 2 2 1 1    11  1 2 4 3 4 2 0 0     6  2 2 3 2 1 1 1 0
2021 06 04     4  2 1 1 1 2 1 1 1     2  1 1 0 2 1 0 1 0     5  2 1 1 1 1 1 1 1
2021 06 05     4  1 1 1 1 2 1 1 2     2  1 1 0 0 0 0 1 1     4  0 1 1 1 1 1 1 2
2021 06 06     6  2 1 1 1 2 2 2 2     1  1 1 0 0 0 0 0 1     5  2 1 1 1 1 1 1 2
2021 06 07    15  2 2 3 3 3 3 3 4    16  1 2 3 3 5 2 3 3    12  1 1 2 2 3 3 3 4
2021 06 08     7  2 3 2 1 2 2 2 1     5  2 2 2 2 2 0 1 1     5  2 2 2 1 1 1 1 1
2021 06 09     4  1 2 1 1 2 1 1 0     1  1 1 1 0 0 0 0 0     4  1 2 2 1 1 1 1 0
2021 06 10     5  1 0 0 2 3 1 1 2     2  1 1 0 0 0 0 1 1     5  1 1 0 1 1 2 2 2
2021 06 11    11  3 3 2 2 3 3 2 2    23  2 3 4 4 5 5 1 2    10  3 3 2 2 3 2 2 2
2021 06 12     8  2 3 2 2 2 2 1 2    12  4 4 2 1 3 1 2 1    10  3 4 2 2 2 2 1 2
2021 06 13     7  3 3 1 2 2 1 1 0     5  3 3 1 0 0 1 0 0     7  3 3 1 1 1 1 1 1
2021 06 14     7  0 0 1 2 3 3 2 2     2  1 1 1 1 0 0 1 1     4  1 1 1 1 1 1 1 2
2021 06 15    15  2 2 3 2 4 3 4 3    13  2 3 1 3 4 3 2 3    17  2 2 2 2 3 3 5 4
2021 06 16    15  4 4 2 3 2 3 2 3    14  3 4-1 1 4 3 1 2    14  4 3 3 3 2 3 2 3
2021 06 17     9  2 3 3 2 2 2 1 2     9  2 2 4 3 2 1 1 1     7  2 2 3 2 1 2 1 1
2021 06 18     8  2 2 2 2 3 1 2 2    18  2 3 3 5 5 2 1 1     7  2 2 2 2 2 1 1 2
2021 06 19     5  2 1 1 1 2 1 2 1     5  2 2 1 3 1 0 0 1     4  2 1 1 1 1 1 1 1
2021 06 20     4  0 1 0 1 2 1 1 3     2  1 1 0 1 0 0 1 1     4  1 1 1 1 1 0 1 3
2021 06 21     3  1 0 0 1 1 2 2 1     2  1 0 0 0 0 1 1 1     4  1 1 1 1 1 1 1 1
2021 06 22     8  2 3 1 2 3 1 2 2     7  2 3 2 3 2 0 0 1     7  1 3 2 2 2 1 1 2
2021 06 23     6  2 1 1 1 3 2 2 0     2  2 1 1 0 0 0 0 0     4  2 1 1 1 1 1 1 0
2021 06 24     6  0 0 1 2 2 2 2 3     2  0 1 1 0 1 0 2 1     5  0 1 2 1 1 1 2 3
2021 06 25     8  3 2 1 2 3 2 2 1     5  2 1 2 2 2 0 1 1     7  3 2 2 2 1 1 1 1
2021 06 26     5  1 0 1 2 2 2 2 1     3  1 0 1 3 1 1 0 0     4  1 0 1 2 1 1 1 0
2021 06 27     4  0 0 1 1 2 2 2 2     1  0 0 1 0 1 0 1 0     4  0 1 1 1 1 1 1 1
2021 06 28     4  1 1 0 1 2 2 1 2     1  1 0 0 1 0 0 0 0     4  1 0 1 1 1 1 1 1
2021 06 29     5  1 1 0 2 2 2 2 1     1  0 0 0 0 1 1 1 0     5  1 0 1 1 1 2 2 1
2021 06 30    11  1 2 3 3 2 2 3 3    12  0 2 3 4 2 3 2 3     5  0 2 3 3 2 3 4 4
2021 07 01     7  3 3 1 1 2 2 1 1     7  4 2 1 1 1 2 1 1     7  3 3 1 1 1 1 1 1
2021 07 02     6  1 1 2 1 2 2 2 2     5  1 2 1 2 1 2 1 1     5  1 1 2 1 1 2 1 1
2021 07 03     4  2 1 2 1 2 1 1 0     3  2 2 2 1 0 0 0 1     4  2 1 2 1 1 1 0 0
2021 07 04     4  1 2 1 1 2 1 1 0     1  1 1 1 0 0 0 0 0     3  1 1 1 1 1 1 0 1
2021 07 05     9  2 1 2 2 3 2 2 3     4  2 1 1 1 1 1 2 1     7  2 1 1 2 2 2 3 2
2021 07 06     8  2 2 3 2 3 1 2 1     8  2 2 3 1 4 1 1 0     8  2 2 3 2 3 1 2 1
2021 07 07     6  1 1 2 2 2 1 1 3     6  2 2 3 2 1 1 1 1     6  1 1 2 2 1 1 1 2
2021 07 08     5  2 1 2 1 2 1 1 1     2  1 1 1 0 0 0 1 0     5  2 1 2 1 1 1 1 1
2021 07 09     7  2 3 1 2 2 2 1 2     3  1 2 1 2 0 0 0 0     5  2 2 2 1 1 1 0 2
2021 07 10     8  3 2 2 2 2 2 2 2     4  2 3 1 0 0 1 1 1     6  3 2 1 1 1 1 2 2
2021 07 11     4  1 0 0 1 2 2 2 2     0  0 0 0 0 0 0 0 1     4  1 0 0 1 1 1 1 1
2021 07 12     7  1 0 1 1 2 2 3 3     5  1 1 2 2 1 2 1 2     7  1 1 1 1 2 2 2 3
2021 07 13     7  3 1 1 2 2 2 2 1     3  2 2 0 0 0 0 1 1     5  2 1 1 1 1 1 1 1
2021 07 14    10  0 1 2 2 3 3 3 3    15  0 1 1 3 4 5 3 2    14  1 1 1 2 3 4 4 3
2021 07 15    12  2 3 3 2 3 3 3 2    15  2 4 3 4 4 2 1 1    10  2 3 2 2 2 2 3 3
2021 07 16     5  2 1 1 1 2 1 2 1     3  2 1 0 0 1 1 1 1     4  2 1 1 0 1 1 2 1
2021 07 17     4  2 1 1 1 1 2 1 0     2  1 1 1 1 0 1 0 0     4  2 1 1 1 1 2 1 1
2021 07 18     5  1 0 1 2 2 2 1 2     1  1 0 0 0 1 0 0 1     4  1 1 1 1 1 1 0 2
2021 07 19     4 -1-1-1-1-1 1 2 1     2 -1-1-1-1-1 1 1 0     7  2 3 3 1 1 1 2 2
2021 07 20     9  2 1 3 2 2 1 3 3     9  2 2 4 2 1 2 2 2    10  3 2 3 2 1 2 3 3
2021 07 21     6  2 2 1 2 3 2 1 0    10  2 3 1 2 3 4 1 0     6  2 2 1 2 2 2 1 0
2021 07 22     9  1 2 3 3 3 2 1 1    28  1 3 6 6 4 3 1 0    11  2 2 4 4 3 1 1 1
2021 07 23     3  0 0 1 1 2 1 1 1     3  0 1 1 2 2 0 1 0     4  1 1 1 1 1 1 1 2
2021 07 24     5  0 2 1 2 3 1 1 1     4  0 2 1 3 2 1 0 0     4  1 2 1 2 1 1 0 1
2021 07 25     5  0 0 1 2 3 2 2 1     1  0 0 1 0 1 0 0 1     3  0 1 1 1 1 0 1 1
2021 07 26     4  1 1 1 1 2 1 1 1     2  1 0 1 0 0 0 1 1     4  1 1 1 1 1 0 1 1
2021 07 27     6  1 0 1 2 2 1 2 3     1  0 0 0 1 0 0 0 2     6  1 1 1 2 1 1 1 3
2021 07 28    13  3 3 2 3 3 3 3 1    13  3 3 4 2 2 3 2 2    13  4 3 3 3 2 3 3 2
2021 07 29    12  2 3 3 3 3 2 2 3    12  1 3 3 3 3 4 1 1     8  2 3 2 2 2 1 1 2
2021 07 30     6  1 1 2 2 2 1 2 2     7  1 1 3 4 1 0 1 1     6  1 2 2 2 2 1 1 2
2021 07 31     6  3 1 1 1 2 1 2 1     7  2 2 1 3 3 1 1 0     6  2 2 2 2 2 1 2 1
2021 08 01     4  2 0 0 1 2 1 2 1     2  1 0 0 0 1 1 1 0     4  2 1 0 1 1 1 1 1
2021 08 02    15  1 0 1 3 4 3 4 4    17  1 0 0 2 3 5 5 3    17  1 1 0 2 3 4 5 4
2021 08 03    13  4 3 3 4 2 1 1 2    24  3 3 5 6 4 2 1 0    10  4 2 3 3 2 1 1 2
2021 08 04     5  2 1 2 2 2 1 1 1     6  2 2 1 4 0 1 0 0     5  2 2 2 1 1 1 0 0
2021 08 05     3  0 0 0 2 2 2 1 0     0  0 0 0 0 0 1 0 0     3  0 0 0 0 1 1 1 0
2021 08 06     9  1 2 2 2 3 2 2 3     8  1 2 3 2 3 2 1 1     7  1 2 1 1 2 2 2 3
2021 08 07     9  2 2 2 3 3 2 2 2    22  3 4 3 4 4 5 2 2    11  3 3 2 3 3 2 2 2
2021 08 08     6  2 1 1 1 3 2 1 2     4  2 1 0 0 3 1 1 0     5  2 1 1 1 2 1 1 2
2021 08 09     6  1 1 3 2 2 1 1 1     4  0 0 3 2 1 0 1 0     5  1 1 2 2 1 0 1 1
2021 08 10     9  2 2 1 2 4 1 2 2     8  2 2 1 0 4 2 2 1     7  2 2 2 2 3 1 1 2
