:Product: Daily Geomagnetic Data     quar_DGD.txt
:Issued: 2130 UT 07 Apr 2020
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
#  Please send comment and suggestions to SWPC.Webmaster@noaa.gov
#
#             Current Quarter Daily Geomagnetic Data
#
#
#                Middle Latitude        High Latitude            Estimated
#              - Fredericksburg -     ---- College ----      --- Planetary ---
#  Date        A     K-indices        A     K-indices        A     K-indices
2020 01 22     4  1 2 1 1 1 1 1 2     7  0 1 2 4 3 1 0 1     6  2 2 1 1 1 0 1 3
2020 01 23     3  2 3 0 0 0 1 0 0     2  1 1 0 2 0 0 0 0     5  2 3 1 0 0 0 1 1
2020 01 24     1  1 0 0 0 0 1 1 0     1  0 0 1 0 1 0 0 0     3  1 0 0 0 1 1 1 0
2020 01 25     3  0 2 0 0 2 1 1 1     1  0 1 0 1 0 0 0 0     3  0 2 1 0 1 0 1 0
2020 01 26     2  1 0 0 0 1 2 1 1     1  0 0 0 0 1 1 1 0     4  2 1 1 0 1 2 1 0
2020 01 27     2  0 1 1 0 1 1 0 0     0  0 0 0 0 0 0 0 0     3  1 1 1 0 0 0 0 0
2020 01 28     4  1 1 1 0 1 1 1 3     2  0 0 2 0 0 0 1 1     5  1 1 1 1 0 1 1 3
2020 01 29     6  2 2 2 2 1 1 1 2     9  2 2 3 4 1 1 1 1     9  3 3 2 2 1 1 2 2
2020 01 30     9  1 2 2 1 2 4 2 2    20  1 1 5 3 4 5 3 1    12  2 3 2 2 2 4 3 3
2020 01 31     6  2 3 1 2 1 1 1 1    12  2 4 2 5 2 0 0 0     8  3 4 2 2 1 1 1 1
2020 02 01     4  1 0 0 1 2 2 1 2     6  0 0 0 2 4 2 1 1     6  1 1 1 1 2 2 2 2
2020 02 02     4  1 1 1 0 1 1 2 2     2  1 0 0 0 0 1 2 1     6  2 1 1 1 0 1 3 2
2020 02 03     3  1 1 1 0 1 1 1 1     4  1 1 3 2 1 0 0 0     5  2 2 2 1 1 1 1 0
2020 02 04     5  3 2 1 1 1 1 0 2     4  0 0 1 3 2 2 0 1     5  3 2 1 1 1 1 0 2
2020 02 05     4  1 1 2 2 1 1 0 1     3  1 0 0 3 1 0 0 0     5  1 2 2 2 1 1 0 1
2020 02 06    13  1 2 4 2 2 2 4 3    20  0 1 5 4 5 2 3 3    15  1 2 4 3 3 2 4 3
2020 02 07    11  2 3 3 1 2 2 3 3    18  3 3 3 4 5 2 2 2    15  3 3 3 2 3 3 3 4
2020 02 08     4  2 1 1 1 1 2 1 1     7  3 1 1 1 3 2 1 1     6  3 2 1 1 2 2 2 1
2020 02 09     5  3 1 1 1 1 2 1 1     2  0 0 2 2 0 1 0 0     7  3 2 1 1 1 2 2 2
2020 02 10     4  1 1 2 1 1 1 1 2     7  1 0 3 4 1 0 1 1     5  2 1 2 2 1 1 1 2
2020 02 11     6  2 3 2 1 1 1 1 1     2  1 2 1 1 0 0 0 0     6  3 3 2 1 0 0 1 1
2020 02 12     4  2 2 1 1 1 0 1 1     5  0 0 1 4 2 0 0 0     4  2 2 1 2 1 0 0 1
2020 02 13     1  0 0 0 1 0 1 0 1     1  0 0 1 1 0 0 1 0     3  0 1 1 1 0 1 1 2
2020 02 14     3  2 2 0 0 0 1 0 1     0  0 0 0 0 0 0 0 0     3  2 1 0 0 0 0 0 1
2020 02 15     4  0 1 1 2 2 1 1 1     8  0 0 0 3 5 1 0 0     5  1 0 0 2 3 1 1 1
2020 02 16     2  2 0 0 1 1 1 1 0     1  1 0 0 1 0 0 0 0     3  2 1 0 1 1 0 1 0
2020 02 17     5  1 0 2 1 1 2 2 2     3  0 0 1 0 2 2 1 2     7  1 1 1 1 1 1 3 3
2020 02 18    11  0 2 4 2 3 2 3 2    36  0 3 4 5 6 6 4 2    14  1 3 4 2 3 3 3 3
2020 02 19    10  2 4 3 3 1 1 1 1    25  2 4 5 6 4 2 1 0    14  2 5 4 4 2 1 1 2
2020 02 20     5  2 2 2 0 1 1 2 2    11  1 3 1 4 3 3 2 1     8  2 3 2 1 2 1 2 3
2020 02 21    10  3 2 2 3 2 3 1 2    23  3 3 4 6 2 3 3 2    14  4 3 3 3 2 3 2 3
2020 02 22     7  2 2 1 2 2 2 2 2     9  2 1 2 3 3 3 2 1     9  3 3 2 2 2 2 3 2
2020 02 23     4  0 0 1 1 1 2 2 2     2  0 0 1 0 0 1 1 1     5  1 0 1 1 1 1 2 2
2020 02 24     3  1 1 0 0 1 2 1 1     1  1 1 0 0 0 0 0 0     4  2 2 0 0 1 1 1 1
2020 02 25     3  2 0 0 0 1 2 1 0     1  0 0 0 1 1 0 0 0     3  2 0 1 0 1 0 0 0
2020 02 26     3  0 1 1 0 1 2 2 1     1  0 0 1 0 0 0 1 0     4  1 1 1 0 1 1 2 1
2020 02 27     2  1 0 0 2 1 1 1 0     3  1 0 1 3 0 0 0 0     4  2 1 1 1 1 0 1 1
2020 02 28     4  1 1 1 1 1 2 1 2     3  0 0 0 2 1 1 1 2     6  2 2 1 1 1 1 1 2
2020 02 29     8  1 1 2 2 3 2 2 3    17  1 0 3 5 4 4 2 2    11  2 2 2 2 2 3 2 4
2020 03 01     6  3 1 2 2 1 2 1 1     8  3 1 1 4 3 0 0 0     8  4 1 2 2 1 1 1 2
2020 03 02     4  2 1 0 1 2 2 1 1     5  1 0 0 3 3 0 0 1     5  2 1 1 1 2 1 1 1
2020 03 03     4  2 1 1 1 2 1 1 1     7  2 0 2 3 3 3 0 0     6  2 1 1 2 2 2 1 2
2020 03 04     4  0 2 1 1 2 2 1 1     9  0 0 2 4 3 3 2 1     7  0 2 1 1 2 3 2 2
2020 03 05     3  1 1 1 1 2 1 1 0     1  0 0 0 2 1 0 0 0     4  1 1 1 1 2 1 1 0
2020 03 06     4  1 1 1 2 2 2 1 0     7  0 0 0 4 3 3 0 0     5  1 1 1 2 2 2 0 0
2020 03 07     5  1 1 2 1 2 2 1 1    13  0 0 4 4 5 1 0 0     5  1 2 2 2 2 1 0 0
2020 03 08     3  1 1 2 0 1 1 1 1     2  1 0 0 1 1 1 1 0     5  1 2 2 1 1 1 2 1
2020 03 09     5  1 1 2 1 1 2 2 1     4  1 0 2 3 1 1 0 0     5  1 2 2 1 1 1 2 1
2020 03 10     3  1 0 2 1 1 2 1 0     3  1 0 2 2 0 1 0 0     4  2 1 2 1 1 1 0 1
2020 03 11    -1  1 1 0 0 1 1-1-1     1  0 0 0 1 1 0 0 0     3  1 1 1 1 1 0 0 1
2020 03 12     7  1 1 2 1 2 3 2 2     8  0 0 3 1 4 2 2 1     7  1 2 2 1 2 2 3 1
2020 03 13     6  2 2 2 2 2 2 1 1    13  1 1 2 6 2 1 1 0     7  2 3 2 2 1 1 1 1
2020 03 14     2  0 0 0 1 1 1 1 1     1  0 0 0 2 1 0 0 0     3  0 0 1 1 1 1 1 1
2020 03 15     3  0 0 0 2 1 2 2 1     3  0 0 1 2 2 0 1 0     5  0 1 1 2 2 1 2 2
2020 03 16     3  1 1 1 1 1 1 1 1     5  0 0 1 2 4 1 1 0     7  3 1 1 2 2 2 2 1
2020 03 17     4  1 0 2 2 1 1 1 1     8  0 0 2 4 3 2 1 1     6  2 1 2 2 1 2 1 2
2020 03 18     4  0 1 1 0 2 2 2 2     3  1 0 0 0 2 2 2 1     6  1 1 1 1 2 2 3 2
2020 03 19     7  3 2 2 2 2 1 1 1    17  3 2 4 4 5 2 1 1    12  4 3 3 2 3 2 1 1
2020 03 20     5  2 1 2 0 2 1 1 2     6  1 0 2 0 2 3 2 2     7  3 1 2 0 1 2 2 3
2020 03 21     5  1 2 2 2 2 1 1 1    15  2 3 4 4 4 2 1 1     8  2 2 3 2 2 2 1 2
2020 03 22     7  2 2 2 1 3 2 1 2     7  1 1 1 4 2 2 1 1     7  3 2 1 2 2 2 2 2
2020 03 23    10  3 3 1 3 3 1 2 2    16  2 2 1 6 3 2 2 1    12  3 3 1 3 3 2 3 2
2020 03 24     4  2 1 2 1 1 1 1 0     3  2 1 1 2 1 0 0 0     4  3 2 2 1 1 0 0 0
2020 03 25     3  2 0 0 1 2 0 1 2     2  1 0 0 1 1 0 0 1     4  2 0 0 1 1 0 0 2
2020 03 26     5  0 1 1 1 2 2 1 3     2  0 0 0 1 2 1 1 1     5  1 1 1 1 2 2 1 3
2020 03 27     4  2 1 1 1 1 2 1 0     3  2 1 0 2 1 1 1 0     5  2 2 1 1 1 2 2 0
2020 03 28     4  0 1 1 2 2 1 1 2     5  0 0 1 4 2 0 0 1     5  0 1 1 2 2 0 1 2
2020 03 29     6  1 0 2 2 3 2 1 1    18  0 0 4 5 5 3 1 1     7  1 0 2 2 3 2 1 1
2020 03 30     8  1 2 2 1 1 2 3 3    12  0 1 3 4 3 3 3 2    11  2 2 2 1 1 3 3 4
2020 03 31    10  3 3 3 2 2 2 2 2    25  3 4 4 5 5 4 1 1     3  4 4 4 2 3 2 2 2
2020 04 01     4  2 2 1 0 1 0 1 2     5  2 2 2 1 1 1 1 1     6  2 3 2 1 1 1 1 2
2020 04 02     7  2 2 2 1 2 0 2 3     8  1 1 3 3 3 1 1 1     7  1 2 2 2 1 0 2 3
2020 04 03     7  2 2 1 1 2 2 2 3     4  2 1 0 0 2 2 1 2     9  3 2 1 1 1 2 2 4
2020 04 04     4  2 0 0 2 1 1 2 2     5  1 0 0 4 1 0 1 0     5  2 1 0 2 0 0 2 2
2020 04 05     4  2 1 1 1 1 1 1 1     4  2 1 1 1 3 1 0 0     5  2 2 1 1 1 1 0 1
2020 04 06     2  1 1 1 1 1 1 0 0     2  1 0 1 1 1 0 0 0     3  1 1 1 1 1 0 0 0
2020 04 07     3  0 0 0 1 1 1 2 2     1  0 1 0 0 0 0 0 1     4  0 0 0 1 1 0 2 2
2020 04 08    10  2 2 3 2 3 2 2 3    17  1 1 3 4 5 4 1 2    13  2 3 3 2 3 3 2 3
2020 04 09     5  2 1 1 1 2 2 1 1     4  1 0 2 1 3 1 0 0     5  2 1 1 1 2 1 1 1
2020 04 10     4  0 1 1 2 2 2 1 1     1  0 0 0 2 0 1 0 0     5  0 1 1 2 1 2 1 1
2020 04 11     4  1 1 1 1 2 2 1 1    15  1 0 1 2 5 5 2 1     6  1 1 1 1 2 3 2 2
2020 04 12     5  0 2 2 1 2 2 2 1    16  1 2 2 4 5 4 2 1     7  1 2 2 1 3 2 2 1
2020 04 13     4  1 2 1 1 2 2 1 0     6  2 1 1 3 2 2 0 1     5  2 2 1 1 2 1 1 2
2020 04 14     7  2 3 3 2 1 0 1 2     6  2 2 3 3 1 0 0 1     8  3 3 3 2 1 0 1 3
2020 04 15     6  3 2 2 1 2 1 1 1     5  1 3 2 2 2 0 0 1     7  3 3 2 2 2 1 1 1
2020 04 16     5  2 1 2 1 1 3 1 0     2  0 1 1 1 1 0 0 0     5  2 2 1 1 1 2 1 0
2020 04 17     4  1 0 1 2 2 1 1 1     4  1 1 1 3 2 0 0 1     4  1 1 1 2 1 0 0 1
2020 04 18     4  2 2 1 1 2 1 1 0     5  1 1 3 3 1 0 0 0     4  1 2 2 1 1 1 0 0
2020 04 19     2  0 0 1 1 2 0 1 0     1  0 0 0 0 2 0 0 0     3  0 1 1 1 1 1 0 0
2020 04 20    16  2 3 3 5 4 2 2 1    39  2 2 5 7 6 4 1 0    18  2 3 4 5 5 2 1 1
2020 04 21     8  2 2 1 2 2 3 2 2    13  1 1 1 4 4 4 2 2     9  2 2 1 2 2 4 2 3
2020 04 22    10  3 3 2 2 2 2 3 1     6  2 1 1 2 3 2 0 1     8  3 3 2 1 2 1 1 2
2020 04 23     4  0 2 1 1 2 1 1 1     1  0 1 0 0 0 0 0 2     4  1 2 1 1 1 0 0 2
2020 04 24     6  2 0 1 1 2 2 2 3     4  2 1 0 1 1 1 1 2     8  3 1 1 1 1 2 2 3
2020 04 25     5  2 2 2 1 2 2 1 0     4  3 2 2 0 0 0 0 0     5  3 2 2 1 1 1 0 0
2020 04 26     5  0 2 1 2 2 2 1 2     7  1 1 0 3 3 2 1 2     6  1 2 1 2 2 2 2 2
2020 04 27     6  3 2 1 1 2 1 2 1     7  2 2 2 1 3 2 1 1     7  3 2 2 1 2 2 2 2
2020 04 28     6  3 1 1 2 2 1 2 1     5  2 1 1 3 2 1 0 0     6  3 1 1 2 2 1 1 1
2020 04 29     4  1 1 0 1 2 2 2 0     0  0 0 0 0 0 0 0 0     3  1 1 0 0 1 1 1 1
2020 04 30     1  0 1 0 0 1 1 0 0     0  0 0 0 0 0 0 0 0     2  1 0 0 0 0 0 0 0
2020 05 01     5  1 2 2 2 2 0 1 1     9  0 2 4 3 3 2 0 0     6  1 1 3 2 2 1 0 1
2020 05 02     3  0 2 1 1 2 0 1 1     3  1 1 2 2 2 0 0 0     5  1 2 2 1 1 1 0 1
2020 05 03     5  0 2 1 0 2 0 2 3     2  0 1 0 0 0 1 1 2     5  1 2 1 0 1 0 2 3
2020 05 04     8  2 2 1 1 4 1 1 2     4  2 1 0 1 3 1 0 0     6  2 1 1 1 2 1 0 2
2020 05 05     7  2 2 1 1 3 1 2 2     3  0 1 1 2 0 1 1 1     6  1 2 1 1 1 2 1 2
2020 05 06     6  3 2 1 1 2 1 2 0     3  3 2 0 0 1 0 0 0     6  3 2 1 0 1 1 1 1
2020 05 07     5  0 1 2 1 3 1 1 1     9  1 2 3 4 3 1 0 1     4  1 1 2 1 1 0 0 1
2020 05 08     4  1 0 1 1 3 0 1 1     2  1 1 0 2 0 0 0 0     4  1 1 1 1 1 0 1 1
2020 05 09     3  1 0 0 1 2 2 1 1     0  0 0 0 0 0 0 0 0     3  1 0 0 1 1 1 1 0
2020 05 10     5  1 0 1 1 2 1 2 3     1  0 0 0 0 0 0 1 1     5  0 0 1 1 1 1 2 3
2020 05 11     7  2 2 2 2 3 1 1 1     3  1 2 2 2 0 0 0 0     5  2 2 2 2 1 0 0 1
2020 05 12     5  1 0 1 1 3 1 1 2     0  0 0 0 0 0 0 0 1     4  1 1 1 0 1 1 1 3
2020 05 13     4  2 1 1 0 2 1 1 1     4  1 1 0 3 1 2 1 0     4  2 1 1 1 1 1 0 1
2020 05 14     3  0 1 1 1 2 2 1 0     0  0 0 0 0 0 0 0 0     3  1 1 1 1 1 1 0 1
2020 05 15     4  1 1 2 2 1 1 1 1     1  0 1 1 1 0 0 0 0     4  1 2 2 1 1 1 0 1
2020 05 16     4  1 0 1 2 3 0 1 1     1  0 0 1 0 1 0 0 0     4  1 1 1 1 2 1 0 1
2020 05 17     3  0 0 0 1 2 1 1 2     0  0 0 0 1 0 0 0 0     3  0 1 1 1 1 1 1 1
2020 05 18     5  1 0 0 2 3 2 1 1     1  0 0 0 0 0 1 0 1     4  0 1 0 1 1 2 1 1
2020 05 19     6  1 1 2 2 2 2 2 2     6  1 2 2 3 2 1 1 0     5  1 1 2 2 2 1 1 2
2020 05 20     3  2 0 0 1 2 2 1 0     0  0 0 0 0 0 0 0 0     3  2 0 0 1 1 1 1 1
2020 05 21     8  1 2 2 1 3 3 2 2     5  1 2 2 2 2 1 1 0     5  1 2 1 1 1 1 1 2
2020 05 22     7  2 1 2 1 3 2 2 1     5  1 1 1 1 1 3 2 1     6  2 1 2 1 2 2 2 1
2020 05 23     4  2 2 1 1 2 1 0 1     2  2 1 1 0 0 0 0 0     4  2 2 1 1 1 1 1 0
2020 05 24     5  1 0 1 1 3 2 2 1     2  0 0 0 0 1 2 1 1     5  1 1 1 1 2 3 2 1
2020 05 25     7  2 2 2 1 3 1 2 2     3  1 1 1 2 1 0 1 1     5  2 1 2 1 2 1 1 2
2020 05 26     3  1 1 1 1 2 0 1 1     2  0 1 1 2 0 0 0 0     4  2 1 1 1 1 0 0 2
2020 05 27     6  1 1 1 1 2 3 2 1     2  1 1 0 1 1 0 1 0     3  1 0 0 1 1 1 1 0
2020 05 28     2  0 0 1 1 2 0 1 1     0  0 0 0 0 1 0 0 0     4  1 1 1 1 1 1 1 1
2020 05 29     4  0 0 1 1 3 0 1 2     0  0 1 0 0 0 0 0 0     3  1 0 1 0 1 0 0 2
2020 05 30    13  2 2 3 3 4 2 3 2    17  2 3 3 5 4 2 2 2    14  2 3 3 3 3 2 3 3
2020 05 31     4  2 1 1 1 2 1 1 1     4  2 2 1 1 2 1 0 0     4  2 1 1 1 1 1 1 1
2020 06 01     7  1 2 0 1 2 2 3 3     3  1 1 0 1 1 0 2 2     6  1 2 0 1 1 1 3 3
2020 06 02     7  1 3 2 1 2 2 2 2    11  2 4 3 3 3 1 1 0     7  2 3 2 1 2 1 2 1
2020 06 03     3  1 1 0 1 1 2 2 0     3  1 1 1 1 3 0 0 0     4  1 1 1 1 1 1 1 1
2020 06 04     5  1 1 2 1 2 1 2 2     2  1 1 1 0 0 1 0 1     4  1 1 2 0 1 1 2 2
2020 06 05     4  1 0 1 2 2 2 1 1     4  1 1 0 2 3 0 0 0     4  1 1 1 1 1 1 0 1
2020 06 06     2  0 0 0 1 1 1 1 0     4  1 1 0 3 2 0 0 0     3  1 1 1 1 1 0 0 0
2020 06 07    10  1 2 1 2 2 2 4 3     5  1 2 1 1 0 1 3 2     9  1 2 1 1 1 2 4 3
2020 06 08     6  2 3 1 2 1 2 1 0     3  2 2 0 0 1 1 1 0     4  2 2 1 1 1 1 1 0
2020 06 09     5  1 0 0 2 2 2 2 2     1  1 0 0 0 0 0 1 1     5  1 1 0 1 1 1 2 3
2020 06 10    11  2 3 3 4 1 2 2 1    11  2 3 4 4 1 1 1 0     7  2 2 2 3 1 1 1 1
2020 06 11     4  1 2 0 1 2 1 1 1     2  1 2 1 0 1 0 0 0     4  1 2 1 1 1 1 0 0
2020 06 12     6  1 2 0 2 2 3 2 1     2  1 1 1 1 0 0 0 0     4  1 1 1 1 1 1 1 1
2020 06 13     4  0 0 0 1 3 2 1 0     0  0 0 0 0 0 0 0 0     3  0 1 1 0 1 1 0 0
2020 06 14     3  0 0 1 1 2 1 2 1     0  0 0 0 0 0 0 1 0     2  0 0 0 0 0 0 1 1
2020 06 15     5  1 1 1 2 2 2 1 1     8  0 1 1 4 4 0 1 0     4  1 1 1 2 1 1 1 0
2020 06 16     7  1 1 1 1 2 3 3 2     3  1 1 2 1 0 0 2 1     5  1 1 2 1 1 1 2 2
2020 06 17     5  2 1 0 2 3 2 1 0     3  2 0 1 0 2 1 0 0     5  2 1 1 2 2 1 0 0
2020 06 18     5  1 3 1 1 2 1 1 1     2  0 1 1 1 2 0 1 0     4  1 2 1 1 1 1 1 1
2020 06 19     7  1 2 1 2 2 2 3 2     3  1 2 0 1 1 0 1 1     5  1 2 0 1 1 1 2 2
2020 06 20     7  2 2 3 1 2 2 2 1     8  2 3 4 3 0 0 0 0     6  2 2 2 1 1 1 1 1
2020 06 21     4  1 1 0 2 2 1 2 1     2  1 1 0 1 1 0 0 0     4  1 1 1 1 1 1 1 1
2020 06 22     3  0 0 0 2 2 1 1 1     0  0 0 0 1 0 0 0 0     4  1 1 1 1 1 1 0 2
2020 06 23     6  0 1 1 2 1 3 2 2     1  0 1 1 0 0 0 0 1     4  1 1 1 1 1 1 1 2
2020 06 24     7  2 2 1 2 2 2 2 2     3  1 1 1 1 0 2 1 0     5  2 2 1 1 1 1 1 1
2020 06 25     2  1 0 0 0 1 1 1 2     0  0 0 0 0 0 0 0 0     3  1 1 1 0 1 1 0 2
2020 06 26     6  2 0 1 0 2 2 2 3     4  1 0 0 1 3 1 1 2     6  2 0 1 1 1 1 2 3
2020 06 27     6  2 1 2 2 2 2 1 2     7  3 2 2 3 2 0 1 1     7  2 1 2 2 3 1 1 2
2020 06 28     4  2 2 0 1 2 1 1 1     2  2 1 0 2 0 0 0 0     4  2 1 1 1 1 1 1 1
2020 06 29     4  1 1 0 1 2 2 2 1     1  1 1 0 0 0 0 0 0     3  1 1 0 0 1 1 1 0
2020 06 30     5  2 2 2 1 2 1 0 2     3  2 2 2 0 0 0 0 1     4  2 2 2 0 1 1 0 2
2020 07 01     6  1 1 1 2 2 1 3 2     3  1 1 1 2 0 0 2 1     6  1 1 1 1 1 0 2 3
2020 07 02     5  1 1 0 1 3 2 1 1     2  1 1 0 0 1 1 1 0     4  1 1 1 0 1 1 1 1
2020 07 03     5  1 1 2 1 3 1 1 1     2  1 1 1 2 0 0 0 0     4  1 1 1 1 1 1 1 1
2020 07 04     9  1 1 2 2 3 2 3 3     4  1 1 1 0 2 1 2 2     7  1 1 1 2 2 1 3 3
2020 07 05    13  3 3 3 3 3 1 2 3    24  2 4 6 5 3 1 1 2    10  2 3 3 3 2 1 2 3
2020 07 06     6  2 1 2 1 2 2 2 1     4  1 1 2 1 2 1 1 0     5  2 1 2 1 2 1 1 1
2020 07 07     5  0 2 3 1 1 2 1 1     2  0 1 1 1 1 0 0 1     4  1 1 2 1 1 1 0 1
2020 07 08     2  0 1 0 1 1 0 1 1     0  0 0 0 0 0 0 0 0     2  0 1 0 0 0 0 0 1
2020 07 09     4  1 1 1 1 1 2 2 0     4  1 0 2 2 3 0 0 0     4  1 1 1 1 1 1 1 1
2020 07 10     3  0 1 2 1 1 1 1 1     1  0 0 2 1 0 0 0 0     3  0 1 2 1 0 1 0 1
2020 07 11     2  1 1 0 0 1 1 1 1     1  1 0 0 0 0 0 0 1     3  1 0 0 1 0 0 1 1
2020 07 12     3  0 0 0 1 1 2 0 2     1  0 0 0 1 1 0 0 0     3  1 1 1 1 1 1 0 1
2020 07 13     7  1 2 2 2 1 2 1 3    -1  2 2 3 3 0 0-1-1     6  1 2 2 2 1 1 1 3
2020 07 14     9  3 3 3 2 2 2 1 1    18 -1 4 5 4 3 1 1 1    11  4 4 4 2 2 1 0 1
2020 07 15     6  0 2 2 2 3 2 2 0    11  0 1 1 2 4 5 1 0     5  0 2 2 2 2 2 1 0
2020 07 16     4  0 0 0 2 3 2 1 1     9  0 0 0 5 3 1 1 0     4  0 0 0 2 2 1 1 1
2020 07 17     5  1 1 1 1 2 2 2 1     2  1 2 0 0 0 1 0 1     4  1 1 1 1 1 2 1 1
2020 07 18     4  1 1 0 1 2 2 1 1     1  1 2 0 0 0 0 0 0     4  1 1 1 1 1 1 1 1
2020 07 19     4  1 1 1 2 2 0 1 2     3  0 0 1 2 2 1 0 0     4  0 1 1 1 2 1 1 1
2020 07 20     3  1 1 0 0 2 1 1 1     2  1 1 1 0 0 0 1 0     4  1 1 1 1 1 1 1 1
2020 07 21     5  1 1 2 1 2 2 1 1     2  1 1 1 0 0 0 0 1     4  1 1 1 1 1 1 0 1
2020 07 22     5  1 1 0 2 2 2 2 1     2  1 1 1 1 0 1 1 0     3  1 1 1 1 1 1 1 1
2020 07 23     4  0 1 1 2 2 1 1 1     1  0 0 0 1 0 0 0 1     4  1 1 1 1 2 1 0 1
2020 07 24    -1  2 3 2 2 3 3 0-1    -1  1 3 4 4 4 6 0-1    11  1 3 3 2 2 3 2 3
2020 07 25    27 -1-1-1-1-1-1-1 4    15 -1-1-1-1-1-1-1 3    15  4 3 3 2 2 2 2 4
2020 07 26     3  2 0 0 1 2 1 1 1     1  1 1 0 0 1 0 0 0     3  2 1 0 1 1 0 0 1
2020 07 27     5  2 1 1 1 2 1 2 1     2  1 1 1 0 0 0 0 1     4  1 1 1 1 1 1 1 1
2020 07 28    -1  2 0 1 1 2 1 0-1     2  1 1 0 0 1 1 1 0     5  2 1 1 1 1 1 1 1
2020 07 29     4  0 1 2 1 2 1 1 1     2  0 1 2 0 1 1 0 1     5  2 1 2 1 1 1 1 1
2020 07 30     5  2 1 3 1 1 1 1 1     3  1 1 2 2 1 0 0 0     4  1 1 2 1 0 0 0 1
2020 07 31     5  2 1 0 1 3 1 1 2     5  0 1 0 2 4 1 0 1     4  1 1 1 1 2 1 1 1
2020 08 01     3  0 0 0 1 2 1 2 1     1  0 1 1 0 1 0 0 0     3  0 1 0 1 1 1 1 1
2020 08 02     9  0 1 2 3 3 2 2 3    21  0 1 1 5 5 5 2 2     9  1 1 1 3 3 3 2 3
2020 08 03    15  3 3 3 3 3 3 3 3    26  3 4 4 6 3 4 2 2    16  4 3 3 3 2 3 3 3
2020 08 04     9  2 4 2 1 2 2 2 2    13  3 4 2 4 3 1 1 1     8  2 4 2 2 2 1 2 2
2020 08 05     6  2 2 1 1 2 2 2 1     4  1 2 1 1 1 1 1 1     5  2 2 1 1 1 1 2 1
2020 08 06     4  0 1 0 1 2 2 1 2     4  1 1 1 0 2 2 1 1     5  1 2 1 1 2 2 0 2
2020 08 07     5  1 1 0 2 2 2 1 2     2  1 1 0 0 0 0 1 1     4  2 1 1 1 1 1 1 2
2020 08 08     5  2 2 1 2 1 2 2 0     8  2 2 3 3 3 1 0 0     5  2 2 2 1 1 1 1 0
2020 08 09     3  0 0 0 2 2 1 1 1     1  0 0 0 2 0 0 0 0     3  0 1 0 1 1 0 0 1
